tip	date	clade
PP622410.1_China_2022-04	2022	111dup
PP622414.1_China_2022-05	2022	111dup
PP622417.1_China_2022-05	2022	111dup
PP622418.1_China_2022-05	2022	111dup
PP622419.1_China_2022-05	2022	111dup
PP622420.1_China_2022-06	2022	111dup
PQ634956.1_USA_2022-06-01	2022	111dup
PP622424.1_China_2022-07	2022	111dup
PP622422.1_China_2022-07	2022	111dup
PP622423.1_China_2022-07	2022	111dup
PP622421.1_China_2022-07	2022	111dup
PP622425.1_China_2022-08	2022	111dup
PP622426.1_China_2022-08	2022	111dup
PP622427.1_China_2022-08	2022	111dup
PP622428.1_China_2022-11	2022	111dup
PP622430.1_China_2022-12	2022	111dup
PP622438.1_China_2022-12	2022	111dup
PP622441.1_China_2022-12	2022	111dup
PP622431.1_China_2022-12	2022	111dup
PP622439.1_China_2022-12	2022	111dup
PP622436.1_China_2022-12	2022	111dup
PP622442.1_China_2022-12	2022	111dup
PP622433.1_China_2022-12	2022	111dup
PP622435.1_China_2022-12	2022	111dup
PP622434.1_China_2022-12	2022	111dup
PV052195.1_USA_2023-01-26	2023	111dup
PP591753.1_USA_2023-02-03	2023	111dup
PV052159.1_USA_2023-02-14	2023	111dup
PP716096.1_Russia_2023-02-20	2023	111dup
PV052186.1_USA_2023-02-22	2023	111dup
PV052198.1_USA_2023-02-28	2023	111dup
PV052206.1_USA_2023-03-01	2023	111dup
PV052208.1_USA_2023-03-01	2023	111dup
PV052200.1_USA_2023-03-01	2023	111dup
PV052207.1_USA_2023-03-01	2023	111dup
PV052209.1_USA_2023-03-01	2023	111dup
PV052148.1_USA_2023-03-10	2023	111dup
PP591754.1_USA_2023-03-14	2023	111dup
PV052163.1_USA_2023-03-17	2023	111dup
PV052170.1_USA_2023-03-18	2023	111dup
PV052202.1_USA_2023-03-28	2023	111dup
PV052212.1_USA_2023-04-01	2023	111dup
PV052214.1_USA_2023-04-01	2023	111dup
PV052143.1_USA_2023-04-07	2023	111dup
PV052157.1_USA_2023-04-13	2023	111dup
PV052169.1_USA_2023-04-20	2023	111dup
PV052167.1_USA_2023-04-20	2023	111dup
PV052179.1_USA_2023-04-22	2023	111dup
PV052197.1_USA_2023-04-28	2023	111dup
PV052215.1_USA_2023-05-01	2023	111dup
PV052219.1_USA_2023-06-01	2023	111dup
PV052217.1_USA_2023-06-01	2023	111dup
PV052220.1_USA_2023-06-01	2023	111dup
PP716093.1_Russia_2023-06-22	2023	111dup
PV052182.1_USA_2023-06-23	2023	111dup
PP716095.1_Russia_2023-10-19	2023	111dup
PV052188.1_USA_2023-10-24	2023	111dup
PV052221.1_USA_2023-11-01	2023	111dup
PV052189.1_USA_2023-11-25	2023	111dup
PV052223.1_USA_2023-12-01	2023	111dup
PQ117895.1_USA_2023-12-15	2023	111dup
PV052162.1_USA_2023-12-16	2023	111dup
PQ523787.1_USA_2023-12-27	2023	111dup
PQ117898.1_USA_2024-01-12	2024	111dup
PQ117899.1_USA_2024-03-04	2024	111dup
PQ117901.1_USA_2024-03-13	2024	111dup
PQ117893.1_USA_2024-03-13	2024	111dup
PV052134.1_USA_2024-04-02	2024	111dup
PV052145.1_USA_2024-04-08	2024	111dup
PQ074242.1_USA_2024-04-16	2024	111dup
PV052184.1_USA_2024-04-23	2024	111dup
PV052146.1_USA_2024-05-08	2024	111dup
PQ117894.1_USA_2024-05-15	2024	111dup
PV052166.1_USA_2024-05-18	2024	111dup
PV052183.1_USA_2024-05-22	2024	111dup
PV052151.1_USA_2024-06-11	2024	111dup
PV052164.1_USA_2024-06-18	2024	111dup
PV052172.1_USA_2024-06-21	2024	111dup
PV052187.1_USA_2024-06-24	2024	111dup
PV052190.1_USA_2024-06-25	2024	111dup
PV052194.1_USA_2024-06-27	2024	111dup
PV052171.1_USA_2024-07-12	2024	111dup
PV052153.1_USA_2024-07-12	2024	111dup
PV052225.1_USA_2024-11-01	2024	111dup
PV052201.1_USA_2024-11-30	2024	111dup
PV052227.1_USA_2024-12-01	2024	111dup
PV052140.1_USA_2024-12-06	2024	111dup
PV052135.1_USA_2025-01-03	2025	111dup
OL794474.1_Netherlands_2016	2016	111dup
OM262409.1_China_2017	2017	111dup
OM262408.1_China_2017	2017	111dup
OM262398.1_China_2017	2017	111dup
OM262410.1_China_2018	2018	111dup
OM262406.1_China_2018	2018	111dup
OM262407.1_China_2018	2018	111dup
OM262403.1_China_2018	2018	111dup
OM262404.1_China_2018	2018	111dup
OM262412.1_China_2018	2018	111dup
OM262402.1_China_2018	2018	111dup
OM262400.1_China_2018	2018	111dup
MT118670.1_USA_2018	2018	111dup
OM262415.1_China_2019	2019	111dup
MT118690.1_USA_2019	2019	111dup
MT118693.1_USA_2019	2019	111dup
MT118708.1_USA_2019	2019	111dup
OM262416.1_China_2019	2019	111dup
OM262414.1_China_2019	2019	111dup
OM262413.1_China_2019	2019	111dup
KU320931.1_Malaysia_2014-04-04	2014	111dup
PQ634895.1_USA_2020-01-16	2020	111dup
PQ634900.1_USA_2020-02-16	2020	111dup
OY757690.1_Australia_2021-07-13	2021	111dup
OY757726.1_Australia_2021-08-09	2021	111dup
OY757607.1_Australia_2021-10-16	2021	111dup
OY757785.1_Australia_2021-10-16	2021	111dup
OZ211387.1_Switzerland_2024-02-29	2024	111dup
OZ211399.1_Switzerland_2024-03-10	2024	111dup
OZ211385.1_Switzerland_2024-03-11	2024	111dup
OZ211381.1_Switzerland_2024-03-22	2024	111dup
OZ211388.1_Switzerland_2024-03-25	2024	111dup
OZ211386.1_Switzerland_2024-03-27	2024	111dup
OZ211376.1_Switzerland_2024-03-28	2024	111dup
OZ211400.1_Switzerland_2024-03-28	2024	111dup
OZ211642.1_Switzerland_2024-05-20	2024	111dup
OL625631.1_China_2018	2018	111dup
LC778018.1_Japan_2018	2018	111dup
LC778019.1_Japan_2018	2018	111dup
LC778022.1_Japan_2019	2019	111dup
LC778021.1_Japan_2019	2019	111dup
LC778020.1_Japan_2019	2019	111dup
LC778023.1_Japan_2019	2019	111dup
LC778024.1_Japan_2019	2019	111dup
MN306024.2_USA_2019	2019	111dup
MN306028.2_USA_2019	2019	111dup
MK947198.1_Croatia_2017-03-03	2017	111dup
MN745086.1_China_2017-05-18	2017	111dup
LC275892.1_Japan_2017-05-28	2017	111dup
OR135605.1_India_2017-08-07	2017	111dup
OR135602.1_India_2017-09-23	2017	111dup
LC360498.1_Japan_2017-12-16	2017	111dup
MN745087.1_China_2018-03-12	2018	111dup
LC466053.1_Japan_2018-08-29	2018	111dup
OP345080.1_China_2018-11	2018	111dup
LC466055.1_Japan_2018-11-14	2018	111dup
MZ004570.1_Philippines_2018-11-19	2018	111dup
MZ004571.1_Philippines_2018-11-26	2018	111dup
MZ004572.1_Philippines_2018-12-27	2018	111dup
MZ004573.1_Philippines_2019-01-07	2019	111dup
MZ004574.1_Philippines_2019-01-15	2019	111dup
PP947671.1_USA_2019-01-20	2019	111dup
LC466058.1_Japan_2019-01-30	2019	111dup
MZ851797.1_China_2019-02	2019	111dup
LC466060.1_Japan_2019-02-25	2019	111dup
OP358288.1_China_2019-03	2019	111dup
MZ004575.1_Philippines_2019-03-07	2019	111dup
PP947638.1_USA_2019-03-31	2019	111dup
MZ004577.1_Philippines_2019-05-14	2019	111dup
PP947665.1_USA_2019-05-28	2019	111dup
OP904005.1_Australia_2019-07-06	2019	111dup
OP904176.1_Australia_2019-07-26	2019	111dup
OY757629.1_Australia_2019-08-22	2019	111dup
OP904015.1_Australia_2019-09-14	2019	111dup
OP904031.1_Australia_2019-09-23	2019	111dup
OP904152.1_Australia_2019-10-02	2019	111dup
OP904145.1_Australia_2019-10-02	2019	111dup
PP947698.1_USA_2020-01-01	2020	111dup
PP947674.1_USA_2020-01-06	2020	111dup
PQ634898.1_USA_2020-01-09	2020	111dup
PQ634925.1_USA_2020-01-21	2020	111dup
PP947635.1_USA_2020-01-22	2020	111dup
PQ634957.1_USA_2020-02-16	2020	111dup
PP947602.1_USA_2020-02-21	2020	111dup
PQ634949.1_USA_2020-03-02	2020	111dup
PQ634962.1_USA_2020-03-03	2020	111dup
PP947660.1_USA_2020-03-04	2020	111dup
PP947693.1_USA_2020-03-10	2020	111dup
OP904165.1_Australia_2021-06-15	2021	111dup
OP904167.1_Australia_2021-07-01	2021	111dup
OP904169.1_Australia_2021-07-09	2021	111dup
OP904171.1_Australia_2021-07-09	2021	111dup
OP904168.1_Australia_2021-07-16	2021	111dup
PP622398.1_China_2022-01	2022	111dup
PP622400.1_China_2022-02	2022	111dup
PP622407.1_China_2022-03	2022	111dup
PP622412.1_China_2022-04	2022	111dup
PP622415.1_China_2022-05	2022	111dup
PP622413.1_China_2022-05	2022	111dup
PP622429.1_China_2022-11	2022	111dup
PP622440.1_China_2022-12	2022	111dup
PP622437.1_China_2022-12	2022	111dup
PP622432.1_China_2022-12	2022	111dup
PP591752.1_USA_2023-03-03	2023	111dup
PV052139.1_USA_2023-05-11	2023	111dup
PV052176.1_USA_2023-05-20	2023	111dup
PP716094.1_Russia_2023-06-22	2023	111dup
PV052175.1_USA_2023-11-21	2023	111dup
PV052192.1_USA_2024-12-25	2024	111dup
