name	accesion	country	date	WA	improvedname	lineage
A_PQ634884	PQ634884	USA	2020-02-21	GB	PQ634884_USA_2020-02-21	A.2.b.2_111
A_PQ634888	PQ634888	USA	2019-12-05	GB	PQ634888_USA_2019-12-05	A.2.b.2_111
A_PQ634896	PQ634896	USA	2021-12-28	GB	PQ634896_USA_2021-12-28	A.2.b.2_111
A_PQ634898	PQ634898	USA	2020-01-09	GB	PQ634898_USA_2020-01-09	A.2.b.2_111
A_PQ634901	PQ634901	USA	2020-02-18	GB	PQ634901_USA_2020-02-18	A.2.b.2_111
A_PQ634925	PQ634925	USA	2020-01-21	GB	PQ634925_USA_2020-01-21	A.2.b.2_111
A_PQ634928	PQ634928	USA	2019-12-05	GB	PQ634928_USA_2019-12-05	A.2.b.2_111
A_PQ634931	PQ634931	USA	2020-02-08	GB	PQ634931_USA_2020-02-08	A.2.b.2_111
A_PQ634937	PQ634937	USA	2022-01-24	GB	PQ634937_USA_2022-01-24	A.2.b.2_111
A_PQ634938	PQ634938	USA	2020-02-16	GB	PQ634938_USA_2020-02-16	A.2.b.2_111
A_PQ634941	PQ634941	USA	2020-01-19	GB	PQ634941_USA_2020-01-19	A.2.b.2_111
A_PQ634949	PQ634949	USA	2020-03-02	GB	PQ634949_USA_2020-03-02	A.2.b.2_111
A_PQ634950	PQ634950	USA	2020-01-25	GB	PQ634950_USA_2020-01-25	A.2.b.2_111
A_PQ634956	PQ634956	USA	2022-06-01	GB	PQ634956_USA_2022-06-01	A.2.b.2_111
A_PQ634957	PQ634957	USA	2020-02-16	GB	PQ634957_USA_2020-02-16	A.2.b.2_111
A_PQ634962	PQ634962	USA	2020-03-03	GB	PQ634962_USA_2020-03-03	A.2.b.2_111
A_OY757611	OY757611	Australia	2017-07-06	GB	OY757611_Australia_2017-07-06	A.2.b.2_180
A_OY757646	OY757646	Australia	2017-07-06	GB	OY757646_Australia_2017-07-06	A.2.b.2_180
A_OY757788	OY757788	Australia	2023	GB	OY757788_Australia_2023	A.2.b.2_180
A_OY757822	OY757822	Australia	2023	GB	OY757822_Australia_2023	A.2.b.2_180
A_OY757825	OY757825	Australia	2023	GB	OY757825_Australia_2023	A.2.b.2_180
A_OY757874	OY757874	Australia	2023	GB	OY757874_Australia_2023	A.2.b.2_180
A_LC789936	LC789936	Gabon	2020-03-25	GB	LC789936_Gabon_2020-03-25	A.2.b.2_180
A_KY474532	KY474532	USA	2016-02-22	GB	KY474532_USA_2016-02-22	A.2.b.2_180
A_KY474539	KY474539	USA	2016-03-21	GB	KY474539_USA_2016-03-21	A.2.b.2_180
A_MT118681	MT118681	USA	2019	GB	MT118681_USA_2019	A.2.b.2_180
A_PP947598	PP947598	USA	2019-05-12	GB	PP947598_USA_2019-05-12	A.2.b.2_180
A_PP947616	PP947616	USA	2019-03-13	GB	PP947616_USA_2019-03-13	A.2.b.2_180
A_PP947620	PP947620	USA	2019-01-07	GB	PP947620_USA_2019-01-07	A.2.b.2_180
A_PP947631	PP947631	USA	2020-03-29	GB	PP947631_USA_2020-03-29	A.2.b.2_180
A_PP947649	PP947649	USA	2019-12-30	GB	PP947649_USA_2019-12-30	A.2.b.2_180
A_PP947655	PP947655	USA	2020-02-24	GB	PP947655_USA_2020-02-24	A.2.b.2_180
A_PQ634955	PQ634955	USA	2019-11-21	GB	PQ634955_USA_2019-11-21	A.2.b.2_180
A_MW221989	MW221989	Australia	2017-09-16	GB	MW221989_Australia_2017-09-16	A.2.b.2_180
A_OP904045	OP904045	Australia	2017-03-31	GB	OP904045_Australia_2017-03-31	A.2.b.2_180
A_OP904049	OP904049	Australia	2017-03-31	GB	OP904049_Australia_2017-03-31	A.2.b.2_180
A_OP904092	OP904092	Australia	2017-09-16	GB	OP904092_Australia_2017-09-16	A.2.b.2_180
A_OP904094	OP904094	Australia	2017-08-06	GB	OP904094_Australia_2017-08-06	A.2.b.2_180
A_OP904125	OP904125	Australia	2016-07-16	GB	OP904125_Australia_2016-07-16	A.2.b.2_180
A_OL794378	OL794378	Netherlands	2017	GB	OL794378_Netherlands_2017	A.2.b.2_180
A_OL794386	OL794386	Netherlands	2016	GB	OL794386_Netherlands_2016	A.2.b.2_180
A_OL794403	OL794403	Netherlands	2016	GB	OL794403_Netherlands_2016	A.2.b.2_180
A_OL794407	OL794407	Netherlands	2017	GB	OL794407_Netherlands_2017	A.2.b.2_180
A_OL794455	OL794455	Netherlands	2017	GB	OL794455_Netherlands_2017	A.2.b.2_180
A_OL794465	OL794465	Netherlands	2016	GB	OL794465_Netherlands_2016	A.2.b.2_180
A_MK167039	MK167039	USA	2017	GB	MK167039_USA_2017	A.2.b.2_180
A_OY757824	OY757824	Australia	2023	GB	OY757824_Australia_2023	A.2.b.2_111
A_OY757828	OY757828	Australia	2023	GB	OY757828_Australia_2023	A.2.b.2_111
A_PP947671	PP947671	USA	2019-01-20	GB	PP947671_USA_2019-01-20	A.2.b.2_111
A_MW221986	MW221986	Australia	2016-07-20	GB	MW221986_Australia_2016-07-20	A.2.b.2
A_MW221987	MW221987	Australia	2013-08-26	GB	MW221987_Australia_2013-08-26	A.2.b.2
A_OP904051	OP904051	Australia	2013-07-23	GB	OP904051_Australia_2013-07-23	A.2.b.2
A_OP904054	OP904054	Australia	2013-06-26	GB	OP904054_Australia_2013-06-26	A.2.b.2
A_OP904058	OP904058	Australia	2013-09-11	GB	OP904058_Australia_2013-09-11	A.2.b.2
A_OP904059	OP904059	Australia	2013-09-20	GB	OP904059_Australia_2013-09-20	A.2.b.2
A_OP904069	OP904069	Australia	2016-07-06	GB	OP904069_Australia_2016-07-06	A.2.b.2
A_OP904071	OP904071	Australia	2016-08-05	GB	OP904071_Australia_2016-08-05	A.2.b.2
A_OP904072	OP904072	Australia	2016-06-21	GB	OP904072_Australia_2016-06-21	A.2.b.2
A_OP904073	OP904073	Australia	2016-10-09	GB	OP904073_Australia_2016-10-09	A.2.b.2
A_OP904075	OP904075	Australia	2016-08-04	GB	OP904075_Australia_2016-08-04	A.2.b.2
A_OP904106	OP904106	Australia	2016-07-07	GB	OP904106_Australia_2016-07-07	A.2.b.2
A_GQ153651	GQ153651	China	2008-12-01	GB	GQ153651_China_2008-12-01	A.2.b.2
A_MN867464	MN867464	China	2009-02-19	GB	MN867464_China_2009-02-19	A.2.b.2
A_MZ504958	MZ504958	China	2011-01-30	GB	MZ504958_China_2011-01-30	A.2.b.2
A_MZ504961	MZ504961	China	2013-01-06	GB	MZ504961_China_2013-01-06	A.2.b.2
A_MZ504962	MZ504962	China	2013-01-28	GB	MZ504962_China_2013-01-28	A.2.b.2
A_MZ504965	MZ504965	China	2015-02-05	GB	MZ504965_China_2015-02-05	A.2.b.2
A_MZ504967	MZ504967	China	2015-04-09	GB	MZ504967_China_2015-04-09	A.2.b.2
A_OM262405	OM262405	China	2017	GB	OM262405_China_2017	A.2.b.2
A_OM262411	OM262411	China	2018	GB	OM262411_China_2018	A.2.b.2
A_OM262417	OM262417	China	2018	GB	OM262417_China_2018	A.2.b.2
A_OP358286	OP358286	China	2017-04-01	GB	OP358286_China_2017-04-01	A.2.b.2
A_OR338754	OR338754	China	2012-02-01	GB	OR338754_China_2012-02-01	A.2.b.2
A_LC671558	LC671558	Japan	2018-04-23	GB	LC671558_Japan_2018-04-23	A.2.b.2
A_MK588633	MK588633	Kenya	2013-10-22	GB	MK588633_Kenya_2013-10-22	A.2.b.2
A_MK588634	MK588634	Kenya	2015-12-23	GB	MK588634_Kenya_2015-12-23	A.2.b.2
A_OL794360	OL794360	Netherlands	2008	GB	OL794360_Netherlands_2008	A.2.b.2
A_OL794364	OL794364	Netherlands	2013	GB	OL794364_Netherlands_2013	A.2.b.2
A_OL794371	OL794371	Netherlands	2011	GB	OL794371_Netherlands_2011	A.2.b.2
A_OL794374	OL794374	Netherlands	2016	GB	OL794374_Netherlands_2016	A.2.b.2
A_OL794375	OL794375	Netherlands	2017	GB	OL794375_Netherlands_2017	A.2.b.2
A_OL794397	OL794397	Netherlands	2010	GB	OL794397_Netherlands_2010	A.2.b.2
A_OL794398	OL794398	Netherlands	2011	GB	OL794398_Netherlands_2011	A.2.b.2
A_OL794401	OL794401	Netherlands	2014	GB	OL794401_Netherlands_2014	A.2.b.2
A_OL794413	OL794413	Netherlands	2010	GB	OL794413_Netherlands_2010	A.2.b.2
A_OL794416	OL794416	Netherlands	2013	GB	OL794416_Netherlands_2013	A.2.b.2
A_OL794417	OL794417	Netherlands	2015	GB	OL794417_Netherlands_2015	A.2.b.2
A_OL794426	OL794426	Netherlands	2011	GB	OL794426_Netherlands_2011	A.2.b.2
A_OL794428	OL794428	Netherlands	2013	GB	OL794428_Netherlands_2013	A.2.b.2
A_OL794429	OL794429	Netherlands	2014	GB	OL794429_Netherlands_2014	A.2.b.2
A_OL794431	OL794431	Netherlands	2017	GB	OL794431_Netherlands_2017	A.2.b.2
A_OL794449	OL794449	Netherlands	2010	GB	OL794449_Netherlands_2010	A.2.b.2
A_OL794450	OL794450	Netherlands	2011	GB	OL794450_Netherlands_2011	A.2.b.2
A_OL794452	OL794452	Netherlands	2014	GB	OL794452_Netherlands_2014	A.2.b.2
A_OL794459	OL794459	Netherlands	2009	GB	OL794459_Netherlands_2009	A.2.b.2
A_OL794460	OL794460	Netherlands	2010	GB	OL794460_Netherlands_2010	A.2.b.2
A_OL794461	OL794461	Netherlands	2011	GB	OL794461_Netherlands_2011	A.2.b.2
A_OL794468	OL794468	Netherlands	2009	GB	OL794468_Netherlands_2009	A.2.b.2
A_OL794471	OL794471	Netherlands	2013	GB	OL794471_Netherlands_2013	A.2.b.2
A_OL794479	OL794479	Netherlands	2013	GB	OL794479_Netherlands_2013	A.2.b.2
A_KM361520	KM361520	Thailand	2013-07-19	GB	KM361520_Thailand_2013-07-19	A.2.b.2
A_KY474531	KY474531	USA	2016-02-02	GB	KY474531_USA_2016-02-02	A.2.b.2
A_KY474535	KY474535	USA	2016-03-10	GB	KY474535_USA_2016-03-10	A.2.b.2
A_KY474536	KY474536	USA	2016-03-10	GB	KY474536_USA_2016-03-10	A.2.b.2
A_KY474541	KY474541	USA	2016-04-18	GB	KY474541_USA_2016-04-18	A.2.b.2
A_KY474542	KY474542	USA	2016-06-07	GB	KY474542_USA_2016-06-07	A.2.b.2
A_KY474543	KY474543	USA	2016-03-08	GB	KY474543_USA_2016-03-08	A.2.b.2
A_KY474544	KY474544	USA	2016-03-09	GB	KY474544_USA_2016-03-09	A.2.b.2
A_MH828683	MH828683	Viet Nam	2013-10-24	GB	MH828683_Viet Nam_2013-10-24	A.2.b.2
A_MH828684	MH828684	Viet Nam	2013-10-02	GB	MH828684_Viet Nam_2013-10-02	A.2.b.2
A_KC403978	KC403978	Australia	2004-08-14	GB	KC403978_Australia_2004-08-14	A.2.b.1
A_KC403983	KC403983	Australia	2004-09-28	GB	KC403983_Australia_2004-09-28	A.2.b.1
A_KC403984	KC403984	Australia	2004-10-14	GB	KC403984_Australia_2004-10-14	A.2.b.1
A_KC562224	KC562224	Australia	2003-09-03	GB	KC562224_Australia_2003-09-03	A.2.b.1
A_KC562225	KC562225	Australia	2003-09-01	GB	KC562225_Australia_2003-09-01	A.2.b.1
A_KC562233	KC562233	Australia	2003-08-27	GB	KC562233_Australia_2003-08-27	A.2.b.1
A_KC562240	KC562240	Australia	2003-07-07	GB	KC562240_Australia_2003-07-07	A.2.b.1
A_OP904006	OP904006	Australia	2019-09-14	GB	OP904006_Australia_2019-09-14	A.2.b.1
A_OP904037	OP904037	Australia	2017-04-07	GB	OP904037_Australia_2017-04-07	A.2.b.1
A_OP904044	OP904044	Australia	2016-10-07	GB	OP904044_Australia_2016-10-07	A.2.b.1
A_OP904062	OP904062	Australia	2013-10-15	GB	OP904062_Australia_2013-10-15	A.2.b.1
A_OY757685	OY757685	Australia	2022-08-23	GB	OY757685_Australia_2022-08-23	A.2.b.1
A_MK989731	MK989731	Kenya	2009-12-21	GB	MK989731_Kenya_2009-12-21	A.2.b.1
A_MK989732	MK989732	Kenya	2009-12-10	GB	MK989732_Kenya_2009-12-10	A.2.b.1
A_OL794359	OL794359	Netherlands	2007	GB	OL794359_Netherlands_2007	A.2.b.1
A_OL794361	OL794361	Netherlands	2009	GB	OL794361_Netherlands_2009	A.2.b.1
A_OL794366	OL794366	Netherlands	2015	GB	OL794366_Netherlands_2015	A.2.b.1
A_OL794367	OL794367	Netherlands	2016	GB	OL794367_Netherlands_2016	A.2.b.1
A_OL794369	OL794369	Netherlands	2006	GB	OL794369_Netherlands_2006	A.2.b.1
A_OL794373	OL794373	Netherlands	2015	GB	OL794373_Netherlands_2015	A.2.b.1
A_OL794391	OL794391	Netherlands	2003	GB	OL794391_Netherlands_2003	A.2.b.1
A_OL794395	OL794395	Netherlands	2008	GB	OL794395_Netherlands_2008	A.2.b.1
A_OL794396	OL794396	Netherlands	2009	GB	OL794396_Netherlands_2009	A.2.b.1
A_OL794409	OL794409	Netherlands	2006	GB	OL794409_Netherlands_2006	A.2.b.1
A_OL794411	OL794411	Netherlands	2008	GB	OL794411_Netherlands_2008	A.2.b.1
A_OL794412	OL794412	Netherlands	2009	GB	OL794412_Netherlands_2009	A.2.b.1
A_OL794420	OL794420	Netherlands	2003	GB	OL794420_Netherlands_2003	A.2.b.1
A_OL794421	OL794421	Netherlands	2005	GB	OL794421_Netherlands_2005	A.2.b.1
A_OL794422	OL794422	Netherlands	2006	GB	OL794422_Netherlands_2006	A.2.b.1
A_OL794430	OL794430	Netherlands	2015	GB	OL794430_Netherlands_2015	A.2.b.1
A_OL794451	OL794451	Netherlands	2013	GB	OL794451_Netherlands_2013	A.2.b.1
A_OL794454	OL794454	Netherlands	2016	GB	OL794454_Netherlands_2016	A.2.b.1
A_OL794472	OL794472	Netherlands	2014	GB	OL794472_Netherlands_2014	A.2.b.1
A_OL794473	OL794473	Netherlands	2015	GB	OL794473_Netherlands_2015	A.2.b.1
A_OL794477	OL794477	Netherlands	2006	GB	OL794477_Netherlands_2006	A.2.b.1
A_OL794478	OL794478	Netherlands	2007	GB	OL794478_Netherlands_2007	A.2.b.1
A_OL794480	OL794480	Netherlands	2014	GB	OL794480_Netherlands_2014	A.2.b.1
A_KJ627377	KJ627377	Peru	2010-05-24	GB	KJ627377_Peru_2010-05-24	A.2.b.1
A_KJ627379	KJ627379	Peru	2009-12-31	GB	KJ627379_Peru_2009-12-31	A.2.b.1
A_KJ627380	KJ627380	Peru	2010-06-08	GB	KJ627380_Peru_2010-06-08	A.2.b.1
A_KJ627381	KJ627381	Peru	2010-06-15	GB	KJ627381_Peru_2010-06-15	A.2.b.1
A_KJ627382	KJ627382	Peru	2011-01-18	GB	KJ627382_Peru_2011-01-18	A.2.b.1
A_KJ627384	KJ627384	Peru	2010-02-08	GB	KJ627384_Peru_2010-02-08	A.2.b.1
A_KJ627385	KJ627385	Peru	2009-11-21	GB	KJ627385_Peru_2009-11-21	A.2.b.1
A_KJ627386	KJ627386	Peru	2008-09-03	GB	KJ627386_Peru_2008-09-03	A.2.b.1
A_KJ627387	KJ627387	Peru	2010-01-14	GB	KJ627387_Peru_2010-01-14	A.2.b.1
A_KJ627389	KJ627389	Peru	2010-05-26	GB	KJ627389_Peru_2010-05-26	A.2.b.1
A_KJ627392	KJ627392	Peru	2008-10-15	GB	KJ627392_Peru_2008-10-15	A.2.b.1
A_KJ627396	KJ627396	Peru	2010-05-28	GB	KJ627396_Peru_2010-05-28	A.2.b.1
A_KJ627399	KJ627399	Peru	2010-10-11	GB	KJ627399_Peru_2010-10-11	A.2.b.1
A_KJ627401	KJ627401	Peru	2011-02-10	GB	KJ627401_Peru_2011-02-10	A.2.b.1
A_KJ627402	KJ627402	Peru	2009-05-06	GB	KJ627402_Peru_2009-05-06	A.2.b.1
A_KJ627403	KJ627403	Peru	2009-12-28	GB	KJ627403_Peru_2009-12-28	A.2.b.1
A_KJ627404	KJ627404	Peru	2008-11-30	GB	KJ627404_Peru_2008-11-30	A.2.b.1
A_KJ627405	KJ627405	Peru	2010-01-27	GB	KJ627405_Peru_2010-01-27	A.2.b.1
A_KJ627406	KJ627406	Peru	2010-02-24	GB	KJ627406_Peru_2010-02-24	A.2.b.1
A_KJ627409	KJ627409	Peru	2009-11-26	GB	KJ627409_Peru_2009-11-26	A.2.b.1
A_KJ627410	KJ627410	Peru	2009-07-11	GB	KJ627410_Peru_2009-07-11	A.2.b.1
A_KJ627411	KJ627411	Peru	2010-05-25	GB	KJ627411_Peru_2010-05-25	A.2.b.1
A_KJ627412	KJ627412	Peru	2009-09-14	GB	KJ627412_Peru_2009-09-14	A.2.b.1
A_KJ627417	KJ627417	Peru	2010-07-15	GB	KJ627417_Peru_2010-07-15	A.2.b.1
A_KJ627420	KJ627420	Peru	2009-11-30	GB	KJ627420_Peru_2009-11-30	A.2.b.1
A_KJ627422	KJ627422	Peru	2009-11-07	GB	KJ627422_Peru_2009-11-07	A.2.b.1
A_KJ627424	KJ627424	Peru	2009-01-28	GB	KJ627424_Peru_2009-01-28	A.2.b.1
A_KJ627426	KJ627426	Peru	2008-12-13	GB	KJ627426_Peru_2008-12-13	A.2.b.1
A_KJ627429	KJ627429	Peru	2011-02-07	GB	KJ627429_Peru_2011-02-07	A.2.b.1
A_KJ627430	KJ627430	Peru	2009-12-21	GB	KJ627430_Peru_2009-12-21	A.2.b.1
A_KJ627434	KJ627434	Peru	2008-12-05	GB	KJ627434_Peru_2008-12-05	A.2.b.1
A_KJ627436	KJ627436	Peru	2009-12-11	GB	KJ627436_Peru_2009-12-11	A.2.b.1
A_KJ627437	KJ627437	Peru	2011-07-21	GB	KJ627437_Peru_2011-07-21	A.2.b.1
A_OZ211304	OZ211304	Switzerland	2024-03-06	GB	OZ211304_Switzerland_2024-03-06	A.2.b.1
A_OZ211383	OZ211383	Switzerland	2024-04-29	GB	OZ211383_Switzerland_2024-04-29	A.2.b.1
A_KC562220	KC562220	USA	2005	GB	KC562220_USA_2005	A.2.b.1
A_KC562221	KC562221	USA	2004	GB	KC562221_USA_2004	A.2.b.1
A_KC562243	KC562243	USA	2004	GB	KC562243_USA_2004	A.2.b.1
A_KY474529	KY474529	USA	2016-03-15	GB	KY474529_USA_2016-03-15	A.2.b.1
A_KY474530	KY474530	USA	2016-05-31	GB	KY474530_USA_2016-05-31	A.2.b.1
A_KY474533	KY474533	USA	2016-02-25	GB	KY474533_USA_2016-02-25	A.2.b.1
A_KY474537	KY474537	USA	2016-03-14	GB	KY474537_USA_2016-03-14	A.2.b.1
A_KY474538	KY474538	USA	2016-03-16	GB	KY474538_USA_2016-03-16	A.2.b.1
A_KY474540	KY474540	USA	2016-04-07	GB	KY474540_USA_2016-04-07	A.2.b.1
A_PQ117897	PQ117897	USA	2024-01-09	GB	PQ117897_USA_2024-01-09	A.2.b.1
WA_065428_2023-05-04	WA-065428	USA	2023-05-04	WA	WA-065428_USA_2023-05-04	A.2.b.1
WA_183216_2023-04-13	WA-183216	USA	2023-04-13	WA	WA-183216_USA_2023-04-13	A.2.b.1
WA_376625_2023-04-25	WA-376625	USA	2023-04-25	WA	WA-376625_USA_2023-04-25	A.2.b.1
WA_LCB68_2024-12-01	WA-LCB68	USA	2024-12-01	WA	WA-LCB68_USA_2024-12-01	A.2.b.1
A_KF530161	KF530161	Argentina	2002	GB	KF530161_Argentina_2002	A.2.a
A_KF530166	KF530166	Argentina	2002	GB	KF530166_Argentina_2002	A.2.a
A_KF686741	KF686741	Argentina	2002	GB	KF686741_Argentina_2002	A.2.a
A_KF686742	KF686742	Argentina	2002	GB	KF686742_Argentina_2002	A.2.a
A_KC403979	KC403979	Australia	2003-09-03	GB	KC403979_Australia_2003-09-03	A.2.a
A_KC403981	KC403981	Australia	2003-10-12	GB	KC403981_Australia_2003-10-12	A.2.a
A_KC403982	KC403982	Australia	2003-10-07	GB	KC403982_Australia_2003-10-07	A.2.a
A_KC562245	KC562245	Australia	2003-08-09	GB	KC562245_Australia_2003-08-09	A.2.a
A_AY297749	AY297749	Canada	1997	GB	AY297749_Canada_1997	A.2.a
A_FJ168779	FJ168779	Netherlands	2000-04-02	GB	FJ168779_Netherlands_2000-04-02	A.2.a
A_OL794362	OL794362	Netherlands	2010	GB	OL794362_Netherlands_2010	A.2.a
A_OL794363	OL794363	Netherlands	2012	GB	OL794363_Netherlands_2012	A.2.a
A_OL794370	OL794370	Netherlands	2010	GB	OL794370_Netherlands_2010	A.2.a
A_OL794384	OL794384	Netherlands	2006	GB	OL794384_Netherlands_2006	A.2.a
A_OL794388	OL794388	Netherlands	2006	GB	OL794388_Netherlands_2006	A.2.a
A_OL794394	OL794394	Netherlands	2007	GB	OL794394_Netherlands_2007	A.2.a
A_OL794399	OL794399	Netherlands	2012	GB	OL794399_Netherlands_2012	A.2.a
A_OL794423	OL794423	Netherlands	2007	GB	OL794423_Netherlands_2007	A.2.a
A_OL794425	OL794425	Netherlands	2010	GB	OL794425_Netherlands_2010	A.2.a
A_OL794435	OL794435	Netherlands	2009	GB	OL794435_Netherlands_2009	A.2.a
A_OL794436	OL794436	Netherlands	2010	GB	OL794436_Netherlands_2010	A.2.a
A_OL794442	OL794442	Netherlands	2016	GB	OL794442_Netherlands_2016	A.2.a
A_OL794444	OL794444	Netherlands	1993	GB	OL794444_Netherlands_1993	A.2.a
A_OL794447	OL794447	Netherlands	2007	GB	OL794447_Netherlands_2007	A.2.a
A_OL794456	OL794456	Netherlands	1993	GB	OL794456_Netherlands_1993	A.2.a
A_OL794462	OL794462	Netherlands	2013	GB	OL794462_Netherlands_2013	A.2.a
A_OL794469	OL794469	Netherlands	2010	GB	OL794469_Netherlands_2010	A.2.a
A_MH150888	MH150888	Norway	2017-11-05	GB	MH150888_Norway_2017-11-05	A.2.a
A_MH150889	MH150889	Norway	2017-11-05	GB	MH150889_Norway_2017-11-05	A.2.a
A_KJ627378	KJ627378	Peru	2011-03-16	GB	KJ627378_Peru_2011-03-16	A.2.a
A_KJ627388	KJ627388	Peru	2011-04-11	GB	KJ627388_Peru_2011-04-11	A.2.a
A_KJ627390	KJ627390	Peru	2009-12-16	GB	KJ627390_Peru_2009-12-16	A.2.a
A_KJ627394	KJ627394	Peru	2011-06-12	GB	KJ627394_Peru_2011-06-12	A.2.a
A_KJ627395	KJ627395	Peru	2011-04-13	GB	KJ627395_Peru_2011-04-13	A.2.a
A_KJ627398	KJ627398	Peru	2011-05-06	GB	KJ627398_Peru_2011-05-06	A.2.a
A_KJ627407	KJ627407	Peru	2011-04-04	GB	KJ627407_Peru_2011-04-04	A.2.a
A_KJ627413	KJ627413	Peru	2012-03-22	GB	KJ627413_Peru_2012-03-22	A.2.a
A_KJ627415	KJ627415	Peru	2011-02-18	GB	KJ627415_Peru_2011-02-18	A.2.a
A_KJ627416	KJ627416	Peru	2011-05-17	GB	KJ627416_Peru_2011-05-17	A.2.a
A_KJ627418	KJ627418	Peru	2011-03-28	GB	KJ627418_Peru_2011-03-28	A.2.a
A_KJ627419	KJ627419	Peru	2011-04-07	GB	KJ627419_Peru_2011-04-07	A.2.a
A_KJ627421	KJ627421	Peru	2011-04-11	GB	KJ627421_Peru_2011-04-11	A.2.a
A_KJ627423	KJ627423	Peru	2012-03-20	GB	KJ627423_Peru_2012-03-20	A.2.a
A_KJ627425	KJ627425	Peru	2011-04-18	GB	KJ627425_Peru_2011-04-18	A.2.a
A_KJ627427	KJ627427	Peru	2012-01-08	GB	KJ627427_Peru_2012-01-08	A.2.a
A_KJ627433	KJ627433	Peru	2012-02-02	GB	KJ627433_Peru_2012-02-02	A.2.a
A_JN184400	JN184400	USA	1994-04-01	GB	JN184400_USA_1994-04-01	A.2.a
A_KY474534	KY474534	USA	2016-03-01	GB	KY474534_USA_2016-03-01	A.2.a
A_PP086006	PP086006	USA	1994	GB	PP086006_USA_1994	A.2.a
A_MK588635	MK588635	Zambia	2012-02-28	GB	MK588635_Zambia_2012-02-28	A.2.a
A_KF530183	KF530183	Argentina	2002	GB	KF530183_Argentina_2002	A.1
A_KC403977	KC403977	Australia	2003-08-12	GB	KC403977_Australia_2003-08-12	A.1
A_KC403980	KC403980	Australia	2003-06-04	GB	KC403980_Australia_2003-06-04	A.1
A_KC562226	KC562226	Australia	2003-10-05	GB	KC562226_Australia_2003-10-05	A.1
A_KC562236	KC562236	Australia	2004-08-06	GB	KC562236_Australia_2004-08-06	A.1
A_KC562241	KC562241	Australia	2003-08-12	GB	KC562241_Australia_2003-08-12	A.1
A_AF371337	AF371337	Canada	2000	GB	AF371337_Canada_2000	A.1
A_KU821121	KU821121	China	2012-02-23	GB	KU821121_China_2012-02-23	A.1
A_OL794355	OL794355	Netherlands	2002	GB	OL794355_Netherlands_2002	A.1
A_OL794389	OL794389	Netherlands	2006	GB	OL794389_Netherlands_2006	A.1
A_JN184399	JN184399	USA	1999-12-01	GB	JN184399_USA_1999-12-01	A.1
A_KC403973	KC403973	USA	1982-05-20	GB	KC403973_USA_1982-05-20	A.1
A_KC403975	KC403975	USA	1983-12-06	GB	KC403975_USA_1983-12-06	A.1
A_KC403976	KC403976	USA	1983-09-06	GB	KC403976_USA_1983-09-06	A.1
A_PP086007	PP086007	USA	1994	GB	PP086007_USA_1994	A.1
A_PP086008	PP086008	USA	1985	GB	PP086008_USA_1985	A.1
A_PP086535	PP086535	USA	1994	GB	PP086535_USA_1994	A.1
